code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용
036570,엔씨소프트,커뮤니케이션서비스,2018,Q4,"1,475,896,160,802","1,406,115,463,746","2,882,011,624,548","382,745,748,412","77,318,634,841","460,064,383,253","2,202,120,852,796",,363939901551,145806128401,133170607122,95111775360,95111775360,"10,969,511,000",,
036570,엔씨소프트,커뮤니케이션서비스,2019,Q1,"1,673,043,151,599","1,539,109,550,079","3,212,152,701,678","359,879,797,209","393,027,231,910","752,907,029,119","2,179,366,802,997",,320780646708,96366307935,125651866050,101868787993,101868787993,"10,969,511,000",,
036570,엔씨소프트,커뮤니케이션서비스,2019,Q2,"1,620,389,582,414","1,491,433,530,974","3,111,823,113,388","206,279,902,679","367,915,552,786","574,195,455,465","2,308,431,753,904",,361589304567,147964850089,164197549858,133873629694,133873629694,"10,973,261,000",,
036570,엔씨소프트,커뮤니케이션서비스,2019,Q3,"1,874,946,877,506","1,265,977,857,337","3,140,924,734,843","202,750,295,263","354,838,623,095","557,588,918,358","2,437,163,514,649",,346767144643,142639416553,168025502488,128810047227,128810047227,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2019,Q4,"1,935,418,842,570","1,249,762,778,389","3,185,181,620,959","349,981,739,942","332,555,214,134","682,536,954,076","2,369,748,259,319",,496730551069,169959692636,-20032188023,-57060780205,-57060780205,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2020,Q1,"2,144,002,428,203","1,255,946,402,161","3,399,948,830,364","448,827,037,298","353,848,364,219","802,675,401,517","2,458,758,615,701",,694135537552.0,245670940855.0,254689273490.0,195709896090.0,195709896090.0,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2020,Q2,"2,134,481,097,717","1,348,845,537,947","3,483,326,635,664","310,039,623,610","389,453,840,321","699,493,463,931","2,613,531,159,709",,195709896090.0,225330506809.0,220547517840.0,162317206224.0,162317206224.0,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2020,Q3,"2,304,114,309,423","1,757,716,778,535","4,061,831,087,958","361,738,384,521","467,401,500,741","829,139,885,262","2,780,925,005,336",,536230859456.0,227483792071.0,226603493006.0,167210474302.0,167210474302.0,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2020,Q4,"2,302,172,052,985","1,670,792,777,921","3,972,964,830,906","402,711,109,368","385,120,841,766","787,831,951,134","2,885,135,625,012",,816354643462.0,170053578092.0,139407431358.0,102285977583.0,102285977583.0,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2021,Q1,"2,311,460,018,535","1,895,100,907,355","4,206,560,925,890","694,153,022,215","432,142,869,264","1,126,295,891,479","2,788,940,251,668",,472809838972,61527705898,93945982705,77643604010,77643604010,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2021,Q2,"2,009,701,093,986","2,016,137,968,429","4,025,839,062,415","416,965,154,221","442,570,706,935","859,535,861,156","2,853,673,451,366",,494934150122,95045658247,107760974079,84018045987,84018045987,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2021,Q3,"2,315,349,406,475","2,046,391,668,003","4,361,741,074,478","437,416,385,800","775,782,493,670","1,213,198,879,470","2,944,736,992,884",,452345153241,82101544556,116029621346,90635104009,90635104009,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2021,Q4,"2,287,285,618,468","2,201,766,909,492","4,489,052,527,960","598,679,148,126","739,289,195,870","1,337,968,343,996","3,054,555,304,233",,709237810384,100437417697,128810335488,100085476452,100085476452,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2022,Q1,"2,348,741,366,219","2,020,101,999,381","4,368,843,365,600","482,450,757,741","736,441,107,233","1,218,891,864,974","3,114,550,678,900",,753141255761,247951661649,242568088957,176971794584,176971794584,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2022,Q2,"2,444,038,942,927","1,719,413,505,838","4,163,452,448,765","365,440,130,362","687,523,299,198","1,052,963,429,560","3,258,486,846,112",,584221523139,123309843228,176712742584,136092133955,136092133955,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2022,Q3,"2,645,113,703,711","1,703,572,272,189","4,348,685,975,900","428,234,166,358","682,863,215,603","1,111,097,381,961","3,455,260,824,608","3,237,588,593,939",559683855980,151985605722,255493538124,189035755782,189035755782,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2022,Q4,"2,521,523,944,969","1,819,876,039,093","4,341,399,984,062","434,041,948,852","683,290,139,545","1,117,332,088,397","3,414,429,630,684","3,224,067,895,665",504520671167,52739527536,-48083419264,-43824390579,-43824390579,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2023,Q1,"2,454,075,928,240","1,898,275,354,519","4,352,351,282,759","568,018,725,463","568,808,133,664","1,136,826,859,127","3,374,290,295,959","3,215,524,423,632",432580688836,77331712694,137372587275,109435845774,109435845774,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2023,Q2,"2,236,717,979,944","2,020,210,001,080","4,256,927,981,024","460,958,552,283","630,430,516,195","1,091,389,068,478","3,403,193,092,294","3,165,538,912,546",402552869512,34022898994,34116704468,27142942540,27142942540,"10,977,011,000",,
036570,엔씨소프트,커뮤니케이션서비스,2023,Q3,"2,201,472,403,904","2,037,593,954,051","4,239,066,357,955","569,089,778,896","487,655,140,145","1,056,744,919,041","3,452,477,940,861","3,182,321,438,914",379659695959,13184703134,44531241974,45624010907,45624010907,"10,977,011,000",16782526368,
036570,엔씨소프트,커뮤니케이션서비스,2023,Q4,"2,150,578,607,930","2,152,265,681,184","4,302,844,289,114","552,561,635,180","481,830,897,748","1,034,392,532,928","3,468,620,950,391","3,268,451,756,186",400050790413,2420174846,-24428341652,20370161951,20370161951,"10,977,011,000",163255026673,1487884555052
036570,엔씨소프트,커뮤니케이션서비스,2024,Q1,"1,945,529,753,364","2,262,308,823,201","4,207,838,576,565","438,746,934,576","480,180,898,638","918,927,833,214","3,471,693,405,394","3,288,910,743,351",362138728323,23896487731,83539901591,63601422671,63601422671,"10,977,011,000",84021271235,338242240592
036570,엔씨소프트,커뮤니케이션서비스,2024,Q2,"1,801,247,817,101","2,280,131,675,605","4,081,379,492,706","384,556,817,399","474,534,583,680","859,091,401,079","3,512,348,669,236","3,222,288,091,627",324519015279,12775937271,63236952390,51250412188,51250412188,"10,977,011,000",2081365216,311743078008
036570,엔씨소프트,커뮤니케이션서비스,2024,Q3,"1,578,442,338,161","2,357,358,647,702","3,935,800,985,863","316,557,319,398","497,512,645,134","814,069,964,532","3,489,352,695,562","3,121,731,021,331",359448808249,-8926157554,-26123036252,-20451703008,-20451703008,"10,977,011,000",6418584720,368374965803
036570,엔씨소프트,커뮤니케이션서비스,2024,Q4,"1,551,642,777,985","2,329,968,924,102","3,881,611,702,087","256,747,925,886","543,024,417,338","799,772,343,224","3,474,261,465,575","3,081,839,358,863",374033223502,-110278320230,-478762133,2028864389,2028864389,"10,977,011,000",-39773350872,484311543732
