,code,name,sector,year,quarter,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,P_발행금액 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,M_주택가격 변화율,Relative Return,Label,Code
10,210,대림산업,건설,2022,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38636857995042173,0.045732630383092276,0.007975770342554478,0.2746673361787626,0.056550678111290775,-0.033707865168539186,0.13207484462760455,-0.01358073474746535,0.15046715784747647,-0.06144148313487091,000210
11,210,대림산업,건설,2022,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09364288108448604,0.018637728474920623,0.004832000385876389,0.14767324592997877,0.03864674909181387,-0.09183673469387776,0.2602194672474454,-0.004557562722991126,0.09273574716054264,0.15046715784747647,000210
12,210,대림산업,건설,2021,Q4,-0.5189743091659846,1.0516304347826089,0.0,0.0,0.1098732341568669,0.6917293233082706,0.0,0.09502399248881654,-0.4134197150259067,0.19860329410217448,-0.41412424870466313,0.19861869686140232,0.198618696861403,0.19861869686140277,0.4025512712822732,0.020007078311950588,0.015938933266124167,0.16812521036687933,0.08222487497304898,0.02083333333333348,0.08325393584683072,0.024245998191906537,0.016286275246006884,0.09273574716054264,000210
13,210,대림산업,건설,2021,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06937716438041441,0.0,0.06937716438041441,0.06937716438041464,0.06937716438041441,0.01761921683046319,0.034507991437758845,0.0003381422427111147,-0.05306772908366497,0.06937716438105035,-0.1504424778761062,0.06736077481840197,0.03200812777097384,-0.05826609885805567,0.016286275246006884,000210
14,210,대림산업,건설,2021,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06502616414996498,0.0,0.0650261641499652,0.0650261641499652,0.0650261641499652,0.7421096287815034,0.007129469356493168,0.013438380398341998,0.11734330484330613,0.06502616415047213,-0.11023622047244086,0.131754905184698,0.02973947210775374,-0.13127033006249395,-0.05826609885805567,000210
15,210,대림산업,건설,2021,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07231825865296315,0.0,0.07231825865296315,0.07231825865296293,0.07231825865296293,2.0127382750040668,-0.003980375432345529,0.015428372481669506,0.17195325542571194,0.07231825865355468,0.016000000000000014,0.3732219462632649,0.026553173691747034,0.07292815733421597,-0.13127033006249395,000210
16,210,대림산업,건설,2020,Q4,-0.07406776253043201,0.07602339181286544,0.0,-0.0003416467372736598,0.0,-0.0003416467372736598,0.0,0.0,0.0,0.015372275387613099,0.0,0.015372275387613099,0.015372275387613099,0.015372275387613099,-0.3780443147289393,-0.058580425595368135,0.015741758304966824,0.13205764233403983,0.015372275387599998,0.04166666666666674,0.030879044146171264,0.029133278800198115,-0.21579301763586795,0.07292815733421597,000210
17,210,대림산업,건설,2020,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12128584005198628,0.0,0.12128584005198628,0.12128584005198628,0.12128584005198628,29.267844017171594,-0.026207921096291442,0.022088428967425466,-0.01328671328671327,0.12128584005311471,-0.032258064516129115,0.464159945473134,0.013559340833025901,-0.07609556676934505,-0.21579301763586795,000210
18,210,대림산업,건설,2020,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1430043137901914,0.0,-0.1430043137901913,-0.1430043137901914,-0.1430043137901914,-0.9744470971009336,0.021563322371475513,-0.027401632238014395,-0.0835291604358025,-0.1430043137913488,0.15887850467289732,-0.41825270948982285,0.015540359786174518,-0.1716815982654706,-0.07609556676934505,000210
19,210,대림산업,건설,2020,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017976807041656828,0.0,0.017976807041656828,0.01797680704165705,0.017976807041656828,2.326416414584117,0.015754379708652122,-0.012864053928269836,-0.060040160642572116,0.01797680704196325,0.00943396226415083,-0.20454187036744997,0.006823325946122116,0.19286437081366153,-0.1716815982654706,000210
20,210,대림산업,건설,2019,Q4,0.024269247235590763,0.0029325513196480912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024390380514744625,0.0,-0.024390380514744625,-0.024390380514744736,-0.024390380514744736,5.380260221408914,-0.015711916865137066,0.010051895543270017,0.191387559808615,-0.024390380515078802,-0.05357142857142849,0.023897949297593923,0.001389274009692798,-0.16662607758445078,0.19286437081366153,000210
21,210,대림산업,건설,2019,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013886289168761223,0.0,-0.013886289168761223,-0.013886289168761334,-0.013886289168761223,-0.9303677156060576,0.023671710515372757,0.0021492760114003584,-0.21649484536082508,-0.013886289168915433,-0.05084745762711873,-0.10146539633409102,0.0003114533416388454,-0.12059862893574436,-0.16662607758445078,000210
22,210,대림산업,건설,2019,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058795359218227095,0.0,0.058795359218227095,0.058795359218227095,0.058795359218227095,0.17798441463015324,0.03709163042178587,0.013293335100796,-0.10064059339177356,0.05879535921869561,0.017241379310344973,0.09107698802174014,-0.007291628488756308,0.03625771104643578,-0.12059862893574436,000210
23,210,대림산업,건설,2019,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09882153156887241,0.0,-0.09882153156887252,-0.09882153156887241,-0.09882153156887252,-0.6874179652905958,-0.0016632023276192953,0.0005796429835080996,-0.09282764948769218,-0.09882153156977846,0.01754385964912264,-0.06709658363690052,0.003508186239422395,0.031190648148935907,0.03625771104643578,000210
24,210,대림산업,건설,2018,Q4,0.009216728201022706,0.07911392405063289,0.14912255338140046,0.10871212121212115,0.16666666666666674,0.16666666666666674,0.0,0.0,0.0,-0.008256951594658113,0.0,-0.008256951594658113,-0.008256951594658224,-0.008256951594658113,0.1528942253920036,0.005036357567736793,0.005684653689703056,-0.10693799508331026,-0.008256951594797224,-0.08800000000000008,-0.09983604378074207,0.014114127612447902,0.15289343413165826,0.031190648148935907,000210
25,210,대림산업,건설,2018,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04862249558451226,0.0,0.04862249558451226,0.04862249558451226,0.04862249558451226,0.0442397512820667,0.03809438658420561,0.005201307569219216,-0.09246405552800974,0.04862249558492171,0.11607142857142883,0.009709172259507959,0.0019068078790451803,0.10832945931949682,0.15289343413165826,000210
26,210,대림산업,건설,2018,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022631028297981803,0.0,0.022631028297981803,0.022631028297981803,0.022631028297981803,0.3971853095173552,0.007779076758894776,0.007847684343889938,-0.0044422507403751865,0.0226310282981268,0.009009009009008917,0.11515816784752042,0.0014086115293125978,-0.018774693966500014,0.10832945931949682,000210
27,210,대림산업,건설,2018,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024297858795345295,0.0,0.024297858795345295,0.024297858795345295,0.024297858795345517,-0.2528409114579355,-0.030034823661886145,0.014530287258507357,0.08530869157626775,0.024297858795447214,0.01834862385321112,0.08575762500677153,-0.003202267986215368,0.2129153988623319,-0.018774693966500014,000210
28,210,대림산업,건설,2017,Q4,0.002911065434586524,-0.14013605442176869,0.13382842728644007,0.13585027428202645,0.12567107270014732,0.08608534322820027,0.0,0.0,0.0,-0.0809346897874067,0.0,-0.08093468978740659,-0.0809346897874067,-0.0809346897874067,-0.3500195788744318,-0.023583906836809665,-0.002275605061653474,0.094065934065934,-0.08093468978807206,-0.0267857142857143,0.18077144502014986,0.005539798547534058,-0.11154265413313096,0.2129153988623319,000210
29,210,대림산업,건설,2017,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03424542911208972,0.0,0.03424542911208972,0.03424542911208972,0.0342454291120895,0.15372330132051748,0.0010197755396517127,0.013797360660917635,0.03346456692913535,0.03424542911228312,0.018181818181818077,0.04912421985101645,0.0008538188902857957,-0.11560459519957578,-0.11154265413313096,000210
30,210,대림산업,건설,2017,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04069603451366621,0.0,0.04069603451366621,0.04069603451366621,0.04069603451366621,-0.1259798444991046,-0.018329085656645816,0.007378041034466598,0.01678214010777368,0.04069603451398307,-0.00900900900900925,-0.07470193740685538,0.0021183293365460987,0.06358837528771155,-0.11560459519957578,000210
31,210,대림산업,건설,2017,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05748702621535773,0.0,0.057487026215357506,0.057487026215357506,0.05748702621535773,0.5158067335463936,-0.005897475606975844,0.011192800453106333,0.13548951048950886,0.057487026215818915,0.0277777777777779,0.09135267010029824,-0.010596801394200384,-0.04877684289017979,0.06358837528771155,000210
32,210,대림산업,건설,2016,Q4,-0.013079784607925804,0.1351351351351351,0.0982418573498316,0.06976833384473768,0.11611235811008958,0.11810261374636988,0.0,0.0,0.0,0.08866217088859463,0.0,0.08866217088859485,0.08866217088859485,0.08866217088859463,0.9720054193181309,0.034143632958706815,0.00772594542518501,0.3210161662817601,0.08866217088941863,-0.06896551724137923,0.07425742574257432,0.0005662849415952742,-0.13911732572419963,-0.04877684289017979,000210
33,210,대림산업,건설,2016,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05062240034264143,0.0,-0.05062240034264154,-0.05062240034264154,-0.05062240034264154,-0.1224419591674838,-0.036025820210948356,0.003894683630669471,-0.16954353663214605,-0.05062240034318399,0.08411214953271018,0.005784579336604034,0.0011951132298078093,-0.01695130941694848,-0.13911732572419963,000210
34,210,대림산업,건설,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008471446426479456,0.0,0.008471446426479456,0.008471446426479456,0.008471446426479456,-0.027027232119385514,-0.03230381641886115,0.012538958150480006,-0.08606485539000996,0.008471446426447704,-0.044642857142857095,0.3509743792660007,-0.0005933799437578546,-0.015144660421478967,-0.01695130941694848,000210
35,210,대림산업,건설,2016,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02437748355128999,0.0,-0.02437748355128988,-0.02437748355128999,-0.02437748355128988,-0.03306613361493349,0.038799175276764686,0.0038272110826311767,-0.1254024221983725,-0.02437748355156011,0.05660377358490565,-0.22660852268380383,-0.000632156522718863,-0.07082949201266767,-0.015144660421478967,000210
0,720,현대건설,건설,2024,Q4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1535902369235703,0.1535902369235703,000720
1,720,현대건설,건설,2024,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2377021247854798,-0.011538677997511404,0.0009958598205548341,-0.11983510689291532,-0.0051857654838392,-0.09523809523809512,-0.05674568795778523,-0.003275944768183603,0.030099223047776708,0.1535902369235703,000720
2,720,현대건설,건설,2024,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.110334699467731,0.030762850791552276,-0.0022763832415567675,0.02546205269366908,0.05808429975732232,-3.3306690738754696e-16,0.01979840167061564,-0.0052108762043113765,-0.07875553631097454,0.030099223047776708,000720
3,720,현대건설,건설,2024,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11265192787422551,0.006272868624748851,0.013001130867663191,-0.12136131985833976,0.023680694141577696,-0.011764705882352788,-0.008599753155233536,-0.008640858156891418,0.02291629786982935,-0.07875553631097454,000720
4,720,현대건설,건설,2023,Q4,0.002024208931118876,0.03728813559322042,-0.14283509838464614,-0.1428571428571429,-0.14281966821769176,-0.1428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10965773361610065,0.0065457565880464585,0.004550077278224318,0.00757180156657955,0.05902989272759007,0.0625,-0.03388722209400741,-0.006672792330014943,-0.15828329584792822,0.02291629786982935,000720
5,720,현대건설,건설,2023,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028955398190522508,-0.0021566395604083466,0.007533279773421997,0.11207897793263655,0.001535787938867772,0.03896103896103886,0.106533304958502,-0.015260350475235884,0.034736884736884716,-0.15828329584792822,000720
6,720,현대건설,건설,2023,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3075171004307199,0.031973087460080984,0.005514657406169521,0.0022310602386272915,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,-0.026815825413194383,-0.13300168657771466,0.034736884736884716,000720
7,720,현대건설,건설,2023,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11353477832962133,-0.06294645789640896,0.004395562960080701,-0.12061758935426237,-0.06497623491867566,-0.05813953488372092,-0.08337411073888668,-0.041374122157736615,0.04414312617702444,-0.13300168657771466,000720
8,720,현대건설,건설,2022,Q4,0.05209192919709227,0.10486891385767794,0.666664051951392,0.6666666666666667,0.6666986431898292,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11456608043309557,0.01431559495807777,-0.004520310424048435,0.11445954938682568,-0.08414558489005308,0.023809523809523725,-0.12070563315019511,-0.021797350308607855,-0.12877678844013868,0.04414312617702444,000720
9,720,현대건설,건설,2022,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09093510066157107,0.06411636151380273,0.003895125891120621,0.0359464250541639,0.02779144307122383,-0.023255813953488302,-0.11299650647329962,-0.011159865189991569,-0.07986915223403078,-0.12877678844013868,000720
10,720,현대건설,건설,2022,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38636857995042173,0.045732630383092276,0.007975770342554478,0.2746673361787626,0.056550678111290775,-0.033707865168539186,0.13207484462760455,-0.01358073474746535,0.1780879505241215,-0.07986915223403078,000720
11,720,현대건설,건설,2022,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09364288108448604,0.018637728474920623,0.004832000385876389,0.14767324592997877,0.03864674909181387,-0.09183673469387776,0.2602194672474454,-0.004557562722991126,-0.1054703706981916,0.1780879505241215,000720
12,720,현대건설,건설,2021,Q4,0.0,0.15086206896551735,-0.29996399223261017,-0.29999999999999993,-0.3000451302809296,-0.29999999999999993,0.0,0.0011290806084529592,0.008576019472534835,0.0,0.008576019472534835,0.1986186967722645,0.19861869677226496,0.19861869677226474,0.4025512712822732,0.020007078311950588,0.015938933266124167,0.16812521036687933,0.08222487497304898,0.02083333333333348,0.08325393584683072,0.024245998191906537,0.06602718996731899,-0.1054703706981916,000720
13,720,현대건설,건설,2021,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06937716433350438,0.06937716433350416,0.06937716433350416,0.01761921683046319,0.034507991437758845,0.0003381422427111147,-0.05306772908366497,0.06937716438105035,-0.1504424778761062,0.06736077481840197,0.03200812777097384,0.05077114280641535,0.06602718996731899,000720
14,720,현대건설,건설,2021,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06502616410313777,0.065026164103138,0.065026164103138,0.7421096287815034,0.007129469356493168,0.013438380398341998,0.11734330484330613,0.06502616415047213,-0.11023622047244086,0.131754905184698,0.02973947210775374,0.0044731457103875175,0.05077114280641535,000720
15,720,현대건설,건설,2021,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07231825859711849,0.07231825859711849,0.07231825859711849,2.0127382750040668,-0.003980375432345529,0.015428372481669506,0.17195325542571194,0.07231825865355468,0.016000000000000014,0.3732219462632649,0.026553173691747034,0.1974162064211117,0.0044731457103875175,000720
16,720,현대건설,건설,2020,Q4,-0.06062585759111583,0.05614567526555381,-0.28570969285728065,-0.2857142857142857,-0.2856325339109236,-0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.015372275375541422,0.015372275375541422,0.015372275375541644,-0.3780443147289393,-0.058580425595368135,0.015741758304966824,0.13205764233403983,0.015372275387599998,0.04166666666666674,0.030879044146171264,0.029133278800198115,0.06994546045774855,0.1974162064211117,000720
17,720,현대건설,건설,2020,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12128583994535203,0.12128583994535203,0.12128583994535203,29.267844017171594,-0.026207921096291442,0.022088428967425466,-0.01328671328671327,0.12128584005311471,-0.032258064516129115,0.464159945473134,0.013559340833025901,-0.14513875665797915,0.06994546045774855,000720
18,720,현대건설,건설,2020,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14300431368244226,-0.14300431368244226,-0.14300431368244226,-0.9744470971009336,0.021563322371475513,-0.027401632238014395,-0.0835291604358025,-0.1430043137913488,0.15887850467289732,-0.41825270948982285,0.015540359786174518,-0.17233944488030417,-0.14513875665797915,000720
19,720,현대건설,건설,2020,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017976807027868524,0.017976807027868524,0.017976807027868524,2.326416414584117,0.015754379708652122,-0.012864053928269836,-0.060040160642572116,0.01797680704196325,0.00943396226415083,-0.20454187036744997,0.006823325946122116,0.2557628363509828,-0.17233944488030417,000720
20,720,현대건설,건설,2019,Q4,-0.014447162314543238,-0.04630969609261937,0.3999230551354782,0.40000000000000013,0.4000180039994601,0.40000000000000013,0.0,0.0,0.0,0.0,0.0,-0.024390380496503106,-0.024390380496503106,-0.024390380496503217,5.380260221408914,-0.015711916865137066,0.010051895543270017,0.191387559808615,-0.024390380515078802,-0.05357142857142849,0.023897949297593923,0.001389274009692798,-0.2516429718168658,0.2557628363509828,000720
21,720,현대건설,건설,2019,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01388628915851442,-0.01388628915851442,-0.013886289158514309,-0.9303677156060576,0.023671710515372757,0.0021492760114003584,-0.21649484536082508,-0.013886289168915433,-0.05084745762711873,-0.10146539633409102,0.0003114533416388454,-0.035704372441128854,-0.2516429718168658,000720
22,720,현대건설,건설,2019,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05879535917228984,0.05879535917229006,0.05879535917228984,0.17798441463015324,0.03709163042178587,0.013293335100796,-0.10064059339177356,0.05879535921869561,0.017241379310344973,0.09107698802174014,-0.007291628488756308,-0.0772442790625539,-0.035704372441128854,000720
23,720,현대건설,건설,2019,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0988215314992924,-0.09882153149929251,-0.0988215314992924,-0.6874179652905958,-0.0016632023276192953,0.0005796429835080996,-0.09282764948769218,-0.09882153156977846,0.01754385964912264,-0.06709658363690052,0.003508186239422395,-0.10244162031818234,-0.0772442790625539,000720
24,720,현대건설,건설,2018,Q4,0.002505232881621078,0.12816326530612243,-0.1428571428571428,-0.1428571428571429,-0.1429042519578705,-0.1428571428571429,0.0,0.0,0.0,0.0,0.0,-0.008256951588890948,-0.00825695158889106,-0.00825695158889117,0.1528942253920036,0.005036357567736793,0.005684653689703056,-0.10693799508331026,-0.008256951594797224,-0.08800000000000008,-0.09983604378074207,0.014114127612447902,0.00930155204081681,-0.10244162031818234,000720
25,720,현대건설,건설,2018,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04862249554890874,0.04862249554890896,0.04862249554890896,0.0442397512820667,0.03809438658420561,0.005201307569219216,-0.09246405552800974,0.04862249558492171,0.11607142857142883,0.009709172259507959,0.0019068078790451803,-0.060928753437617986,0.00930155204081681,000720
26,720,현대건설,건설,2018,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022631028281035803,0.02263102828103558,0.02263102828103558,0.3971853095173552,0.007779076758894776,0.007847684343889938,-0.0044422507403751865,0.0226310282981268,0.009009009009008917,0.11515816784752042,0.0014086115293125978,-0.11637786043398607,-0.060928753437617986,000720
27,720,현대건설,건설,2018,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02429785877670887,0.02429785877670887,0.02429785877670887,-0.2528409114579355,-0.030034823661886145,0.014530287258507357,0.08530869157626775,0.024297858795447214,0.01834862385321112,0.08575762500677153,-0.003202267986215368,0.6705387223024034,-0.11637786043398607,000720
28,720,현대건설,건설,2017,Q4,0.17236644620281938,0.027684563758389347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08093468973030116,-0.08093468973030127,-0.08093468973030105,-0.3500195788744318,-0.023583906836809665,-0.002275605061653474,0.094065934065934,-0.08093468978807206,-0.0267857142857143,0.18077144502014986,0.005539798547534058,0.20833757687430982,0.6705387223024034,000720
29,720,현대건설,건설,2017,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03424542908712458,0.03424542908712458,0.03424542908712458,0.15372330132051748,0.0010197755396517127,0.013797360660917635,0.03346456692913535,0.03424542911228312,0.018181818181818077,0.04912421985101645,0.0008538188902857957,-0.1900207477224205,0.20833757687430982,000720
30,720,현대건설,건설,2017,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040696034482791354,0.040696034482791354,0.040696034482791354,-0.1259798444991046,-0.018329085656645816,0.007378041034466598,0.01678214010777368,0.04069603451398307,-0.00900900900900925,-0.07470193740685538,0.0021183293365460987,-0.1576694390258916,-0.1900207477224205,000720
31,720,현대건설,건설,2017,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574870261692364,0.0574870261692364,0.0574870261692364,0.5158067335463936,-0.005897475606975844,0.011192800453106333,0.13548951048950886,0.057487026215818915,0.0277777777777779,0.09135267010029824,-0.010596801394200384,-0.0775925137133953,-0.1576694390258916,000720
32,720,현대건설,건설,2016,Q4,-0.10891866683997764,0.022298456260720467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08866217081110173,0.08866217081110195,0.08866217081110173,0.9720054193181309,0.034143632958706815,0.00772594542518501,0.3210161662817601,0.08866217088941863,-0.06896551724137923,0.07425742574257432,0.0005662849415952742,0.01665776516054719,-0.0775925137133953,000720
